controller,wind_phase,mean_err_m,max_err_m,formation_err_rel,connectivity_rate,task_completion_proxy,system_utility,control_effort,control_smoothness
openloop,0.0,18.186170475024987,41.42414833079816,9.176843939661833,0.6961458333333332,0.003645833333333333,-23.882285248020157,993627210.849116,10939.631169790673
openloop,1.0,34.61347670394031,99.22998945860364,17.65149390581708,0.34245833333333336,0.005083333333333333,-50.552678943090726,1056773789.0051906,11056.249234253197
openloop,2.0,60.423261219060294,138.3526620861106,36.2624416035271,0.2803472222222222,0.0005208333333333333,-95.28396671147628,1045871158.3518585,10928.478325530325
pid,0.0,16.725502406867093,35.84227795927869,9.748680855676703,0.6406944444444445,0.004722222222222222,-23.270711040321576,888392451.2350756,11470.386282297282
pid,1.0,27.9366777787365,70.86281262740481,14.856038567006644,0.41964583333333333,0.0015208333333333335,-40.69448717907648,879236786.3350996,10310.92964449873
pid,2.0,46.63442722564482,111.30340393186604,26.98982676850607,0.1795138888888889,0.0001736111111111111,-72.72668454970645,851239723.7347541,10050.908545040556
agentic,0.0,16.806618162938992,38.16405009504879,9.627222435104294,0.6515625,0.004618055555555556,-23.176028098043286,887593014.2795811,11196.273086052493
agentic,1.0,32.414863184203355,82.11748172264247,16.42234378728831,0.34770833333333334,0.004604166666666666,-47.098665304825,893177371.2923613,10708.677190961354
agentic,2.0,51.264236394342404,105.73119012904411,26.194077783631815,0.32600694444444445,0.0002777777777777778,-75.82827945575198,890722062.3432977,10754.86671721618
